pmaid,name,lng,lat,adult_fitness_equipment,art_in_the_park,baseball/softball_fields,basketball_courts,dog_off_leash_areas,drinking_fountains,fire_pits,fishing_piers,football_fields,gardens,grills,hand_carry_boat_launches,motorized_boat_launches,picnic_sites,play_area,restrooms,skate_park,soccer_fields,spray_parks,swimming_beaches,tennis_courts,track_fields,trails,views,volleyball_courts,wading_pools
377,South Passage Point Park,-122.322486,47.652087,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
381,Spring Street Mini Park,-122.3124,47.611801,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3117,Spruce Street Mini Park,-122.304648,47.603091,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
2848,St. Mark's Greenbelt,-122.322174,47.63115,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
425,Stan Sayres Memorial Park,-122.277162,47.571222,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3919,Stevens Place,-122.310563,47.577122,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3981,Stevens Triangle,-122.283592,47.619443,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
592,Sturgus Park,-122.314376,47.59409,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
290,Sturtevant Ravine,-122.268561,47.51783,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
383,Summit Place,-122.325708,47.627081,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4461,Summit Slope Park,-122.325298,47.619832,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
3903,Sunnyside Ave N Boat Ramp,-122.330723,47.650292,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no
252,Sunset Hill Park,-122.400938,47.684034,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
3901,Sunset Place,-122.357602,47.666686,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
234,SW Queen Anne Greenbelt,-122.373209,47.633353,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
3913,T.T. Minor Playground,-122.310543,47.613111,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
384,Tashkent Park,-122.323444,47.62379,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3889,Terry Pettus Park,-122.329689,47.636742,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4014,Thayer Place,-122.250038,47.510613,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1106,Thomas C. Wales Park,-122.344468,47.640523,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
386,Thomas St. Mini Park,-122.326216,47.621036,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
343,Thorndyke Park,-122.390161,47.635099,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
416,Thornton Creek Park #1,-122.307629,47.707034,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
4405,Thyme Patch Park,-122.395214,47.670709,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3909,Tilikum Place,-122.347411,47.618382,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4421,Trolley Hill Park,-122.347039,47.635143,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
4007,Union Station Square,-122.330086,47.599362,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
424,University Circle,-122.275181,47.67203,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3998,University Lake Shore Place,-122.28006,47.718937,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
435,University Playground,-122.319312,47.664447,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no
4451,Ursula Judkins Viewpoint,-122.390232,47.632049,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
431,Van Asselt Playground,-122.294068,47.539446,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
338,Victor Steinbrueck Park,-122.343869,47.610153,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4443,Victory Creek Park,-122.315554,47.709155,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
438,Victory Heights Playground,-122.307834,47.705672,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
444,View Ridge Playfield,-122.279969,47.679747,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
3098,Viretta Park,-122.282003,47.61875,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4002,Virgil Flaim Park,-122.299374,47.717955,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
399,Volunteer Park,-122.315568,47.630378,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,yes
1000399,Volunteer Park Conservatory,-122.315708,47.632063,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
449,Wallingford Playfield,-122.337444,47.658544,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes
1000004,Wallingford Steps,-122.336152,47.647345,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3941,Walt Hundley Playfield,-122.373415,47.54017,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no
763,Ward Springs Park,-122.349245,47.627747,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
398,Warren G. Magnuson Park,-122.255084,47.680304,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,yes
393,Washington Park Arboretum,-122.294835,47.636477,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no
1100393,Washington Park Playfield,-122.293925,47.627064,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4165,Washington Street Public Boat Landing,-122.336045,47.601007,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3973,Waterfront Park,-122.342196,47.606778,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
4083,Waterway 19,-122.332567,47.646349,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3966,Weather Watch Park,-122.409506,47.568247,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3894,Webster Park,-122.397851,47.677832,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3899,Wedgwood Square,-122.294772,47.688151,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4401,West Duwamish Greenbelt,-122.356966,47.563271,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
3694,West Ewing Mini Park,-122.360602,47.65205,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
375,West Montlake Park,-122.30982,47.646219,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
330,West Queen Anne Playfield,-122.359504,47.635514,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
469,West Seattle Golf Course,-122.369657,47.55986,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
472,West Seattle Stadium,-122.374348,47.562826,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
468,Westcrest Park,-122.341719,47.525783,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no
494,Westlake Greenbelt,-122.34338,47.641586,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
332,Westlake Park,-122.33724,47.611099,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
334,Westlake Square,-122.337285,47.613627,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
385,William Grose Park,-122.29294,47.618021,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4016,Williams Place,-122.313094,47.619809,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
278,Wolf Creek Ravine Natural Area,-122.352314,47.639775,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
292,Woodland Park,-122.344218,47.668906,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no
1000292,Woodland Park Rose Garden,-122.35054,47.666499,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
200,Woodland Park Zoo,-122.35043,47.666183,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
4563,Yesler Playfield,-122.320083,47.601262,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
580,York Park,-122.295537,47.570461,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3926,York Playground,-122.290713,47.572695,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
